,Date,Troop,Latitude,Longitude,Count,Complete Count?,ObsYear,ObsMonth,Tuple,cleaner
1245,2013-01-10,SEF,,,23.0,,2013.0,1.0,"(1.0, 2013.0)",1.0
1246,2013-01-28,SEF,,,22.0,No,2013.0,1.0,"(1.0, 2013.0)",1.0
1247,2013-02-07,SEF,,,13.0,,2013.0,2.0,"(2.0, 2013.0)",1.0
1263,2015-05-25,SEF,,,35.0,No,2015.0,5.0,"(5.0, 2015.0)",1.0
1264,2015-06-09,SEF,,,20.0,,2015.0,6.0,"(6.0, 2015.0)",1.0
1265,2015-06-16,SEF,,,38.0,,2015.0,6.0,"(6.0, 2015.0)",1.0
1266,2015-06-24,SEF,,,30.0,,2015.0,6.0,"(6.0, 2015.0)",1.0
1267,2015-06-25,SEF,,,12.0,,2015.0,6.0,"(6.0, 2015.0)",1.0
1268,2015-06-26,SEF,,,25.0,,2015.0,6.0,"(6.0, 2015.0)",1.0
1269,2015-06-26,SEF,,,30.0,,2015.0,6.0,"(6.0, 2015.0)",1.0
1270,2015-07-01,SEF,,,25.0,,2015.0,7.0,"(7.0, 2015.0)",1.0
1271,2015-07-23,SEF,,,30.0,,2015.0,7.0,"(7.0, 2015.0)",1.0
1272,2015-07-30,SEF,-17.78555,25.18272,30.0,,2015.0,7.0,"(7.0, 2015.0)",1.0
1273,2015-08-09,SEF,,,30.0,,2015.0,8.0,"(8.0, 2015.0)",1.0
1274,2015-08-13,SEF,,,6.0,,2015.0,8.0,"(8.0, 2015.0)",1.0
1275,2015-08-17,SEF,-17.78485,25.17234,36.0,,2015.0,8.0,"(8.0, 2015.0)",1.0
1276,2015-08-28,SEF,-17.7889698,25.1821473,18.0,,2015.0,8.0,"(8.0, 2015.0)",1.0
1277,2015-09-04,SEF,-17.784983,25.1756805,25.0,,2015.0,9.0,"(9.0, 2015.0)",1.0
1278,2015-10-22,SEF,-17.78588,25.18062,23.0,,2015.0,10.0,"(10.0, 2015.0)",1.0
1279,2015-10-30,SEF,-17.78488,25.17605,16.0,,2015.0,10.0,"(10.0, 2015.0)",1.0
1280,2015-11-13,SEF,,,17.0,,2015.0,11.0,"(11.0, 2015.0)",1.0
1304,2017-02-02,SEF,,,20.0,No,2017.0,2.0,"(2.0, 2017.0)",1.0
1305,2017-02-06,SEF,17.78869,25.17656,20.0,No,2017.0,2.0,"(2.0, 2017.0)",1.0
1306,2017-02-10,SEF,,,30.0,,2017.0,2.0,"(2.0, 2017.0)",1.0
1307,2017-02-17,SEF,,,20.0,,2017.0,2.0,"(2.0, 2017.0)",1.0
1308,2017-03-15,SEF,-17.785312,25.172365,14.0,No,2017.0,3.0,"(3.0, 2017.0)",1.0
1309,2017-03-20,SEF,-17.78926,25.17763,21.0,No,2017.0,3.0,"(3.0, 2017.0)",1.0
1310,2017-04-05,SEF,-17.80223,25.14941,28.0,-,2017.0,4.0,"(4.0, 2017.0)",1.0
1311,2017-05-08,SEF,-17.78462,25.17489,35.0,Yes,2017.0,5.0,"(5.0, 2017.0)",1.0
1312,2017-05-15,SEF,-17.7842,25.17425,18.0,No,2017.0,5.0,"(5.0, 2017.0)",1.0
1313,2017-05-16,SEF,,,17.0,No,2017.0,5.0,"(5.0, 2017.0)",1.0
1314,2017-05-17,SEF,-17.788574,25.173959,19.0,No,2017.0,5.0,"(5.0, 2017.0)",1.0
1315,2017-06-08,SEF,-17.78483,25.17426,22.0,Yes,2017.0,6.0,"(6.0, 2017.0)",1.0
1316,2017-06-26,SEF,-17.78488,25.17494,50.0,No,2017.0,6.0,"(6.0, 2017.0)",1.0
1317,2017-06-28,SEF,-17.78886,25.17688,51.0,No,2017.0,6.0,"(6.0, 2017.0)",1.0
1318,2017-06-30,SEF,-17.78878,25.17622,40.0,No,2017.0,6.0,"(6.0, 2017.0)",1.0
1319,2017-07-05,SEF,-17.785162,25.1742,10.0,Yes,2017.0,7.0,"(7.0, 2017.0)",1.0
1320,2017-08-25,SEF,-17.79384,25.17815,3.0,Yes,2017.0,8.0,"(8.0, 2017.0)",1.0
1321,2017-09-06,SEF,-17.78524,25.07236,31.0,No,2017.0,9.0,"(9.0, 2017.0)",1.0
1322,2017-09-11,SEF,-17.78524,25.1726,33.0,No,2017.0,9.0,"(9.0, 2017.0)",1.0
1323,2017-09-14,SEF,-17.78958,25.17899,11.0,No,2017.0,9.0,"(9.0, 2017.0)",1.0
1324,2017-09-29,SEF,-17.78482,25.17269,21.0,No,2017.0,9.0,"(9.0, 2017.0)",1.0
1325,2017-10-09,SEF,-17.7853,25.17279,17.0,Yes,2017.0,10.0,"(10.0, 2017.0)",1.0
1326,2017-10-18,SEF,-17.7853,25.17279,17.0,No,2017.0,10.0,"(10.0, 2017.0)",1.0
1327,2017-11-04,SEF,-17.78747,25.16939,7.0,No,2017.0,11.0,"(11.0, 2017.0)",1.0
1328,2017-12-11,SEF,-17.7938,25.1644,3.0,,2017.0,12.0,"(12.0, 2017.0)",1.0
1329,2017-12-27,SEF,-17.798754,25.168911,3.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1330,2018-01-02,SEF,-17.79634,25.1696,7.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1331,2018-01-12,SEF,-17.79642,25.16982,5.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1332,2018-01-16,SEF,-17.798473,25.168744,5.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1333,2018-01-17,SEF,-17.796741,25.167832,11.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1334,2018-01-18,SEF,-17.79873,25.16844,4.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1335,2018-01-31,SEF,-17.79629,25.16259,5.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1336,2018-02-02,SEF,-795719,25.165362,1.0,No,2018.0,2.0,"(2.0, 2018.0)",1.0
1337,2018-02-05,SEF,-17.79706,25.16261,2.0,No,2018.0,2.0,"(2.0, 2018.0)",1.0
1338,2018-02-09,SEF,-17.79642,25.16682,18.0,No,2018.0,2.0,"(2.0, 2018.0)",1.0
1339,2018-02-14,SEF,-17.79594,25.16638,18.0,No,2018.0,2.0,"(2.0, 2018.0)",1.0
1340,2018-02-16,SEF,-17.79724,25.1629,9.0,No,2018.0,2.0,"(2.0, 2018.0)",1.0
1341,2018-03-19,SEF,-17.79842,25.16917,1.0,No,2018.0,3.0,"(3.0, 2018.0)",1.0
1342,2018-03-26,SEF,-17.79815,25.17317,10.0,No,2018.0,3.0,"(3.0, 2018.0)",1.0
1383,2012-08-28,WA,,,11.0,,2012.0,8.0,"(8.0, 2012.0)",1.0
1384,2012-08-28,WA,,,11.0,,2012.0,8.0,"(8.0, 2012.0)",1.0
1385,2012-09-07,WA,,,11.0,,2012.0,9.0,"(9.0, 2012.0)",1.0
1386,2012-09-20,WA,,,5.0,No,2012.0,9.0,"(9.0, 2012.0)",1.0
1387,2012-09-24,WA,,,8.0,,2012.0,9.0,"(9.0, 2012.0)",1.0
1388,2012-10-04,WA,,,3.0,No,2012.0,10.0,"(10.0, 2012.0)",1.0
1389,2012-10-12,WA,,,13.0,,2012.0,10.0,"(10.0, 2012.0)",1.0
1390,2012-10-15,WA,,,12.0,,2012.0,10.0,"(10.0, 2012.0)",1.0
1391,2012-10-18,WA,,,1.0,,2012.0,10.0,"(10.0, 2012.0)",1.0
1392,2012-10-22,WA,,,1.0,,2012.0,10.0,"(10.0, 2012.0)",1.0
1393,2012-10-29,WA,,,12.0,,2012.0,10.0,"(10.0, 2012.0)",1.0
1394,2012-10-29,WA,,,12.0,,2012.0,10.0,"(10.0, 2012.0)",1.0
1395,2012-10-30,WA,,,13.0,,2012.0,10.0,"(10.0, 2012.0)",1.0
1396,2012-11-09,WA,,,1.0,,2012.0,11.0,"(11.0, 2012.0)",1.0
1397,2012-11-20,WA,,,11.0,,2012.0,11.0,"(11.0, 2012.0)",1.0
1398,2012-11-28,WA,,,11.0,,2012.0,11.0,"(11.0, 2012.0)",1.0
1399,2012-12-06,WA,,,11.0,No,2012.0,12.0,"(12.0, 2012.0)",1.0
1400,2013-01-08,WA,,,1.0,,2013.0,1.0,"(1.0, 2013.0)",1.0
1401,2013-01-09,WA,,,9.0,,2013.0,1.0,"(1.0, 2013.0)",1.0
1402,2013-01-15,WA,,,11.0,,2013.0,1.0,"(1.0, 2013.0)",1.0
1403,2013-02-10,WA,,,11.0,,2013.0,2.0,"(2.0, 2013.0)",1.0
1404,2013-02-15,WA,,,7.0,,2013.0,2.0,"(2.0, 2013.0)",1.0
1405,2013-02-19,WA,,,11.0,,2013.0,2.0,"(2.0, 2013.0)",1.0
1406,2013-03-12,WA,,,11.0,,2013.0,3.0,"(3.0, 2013.0)",1.0
1407,2013-03-15,WA,,,18.0,No,2013.0,3.0,"(3.0, 2013.0)",1.0
1408,2013-03-15,WA,,,19.0,,2013.0,3.0,"(3.0, 2013.0)",1.0
1409,2013-03-31,WA,,,21.0,,2013.0,3.0,"(3.0, 2013.0)",1.0
1413,2013-09-05,WA,,,15.0,,2013.0,9.0,"(9.0, 2013.0)",1.0
1414,2013-09-16,WA,-17.79318,25.15566,15.0,,2013.0,9.0,"(9.0, 2013.0)",1.0
1415,2013-09-18,WA,-17.79876,25.15084,14.0,,2013.0,9.0,"(9.0, 2013.0)",1.0
1416,2013-09-19,WA,-17.79318,25.15566,15.0,,2013.0,9.0,"(9.0, 2013.0)",1.0
1417,2013-09-19,WA,-17.84197,25.08496,14.0,,2013.0,9.0,"(9.0, 2013.0)",1.0
1418,2013-09-20,WA,-17.79876,25.15084,14.0,,2013.0,9.0,"(9.0, 2013.0)",1.0
1419,2013-09-25,WA,-17.84197,25.08496,14.0,,2013.0,9.0,"(9.0, 2013.0)",1.0
1420,2013-09-25,WA,-17.79827,25.15067,14.0,,2013.0,9.0,"(9.0, 2013.0)",1.0
1421,2013-10-03,WA,-17.79827,25.15067,14.0,,2013.0,10.0,"(10.0, 2013.0)",1.0
1422,2013-10-14,WA,-17.79828,25.15525,8.0,,2013.0,10.0,"(10.0, 2013.0)",1.0
1423,2013-10-21,WA,-17.79828,25.15525,8.0,,2013.0,10.0,"(10.0, 2013.0)",1.0
1424,2013-11-04,WA,-17.80056,25.15389,14.0,,2013.0,11.0,"(11.0, 2013.0)",1.0
1425,2013-11-21,WA,-17.7995,25.15484,10.0,,2013.0,11.0,"(11.0, 2013.0)",1.0
1426,2013-11-21,WA,-17.80056,25.15389,14.0,,2013.0,11.0,"(11.0, 2013.0)",1.0
1427,2013-11-26,WA,-17.7995,25.15484,10.0,,2013.0,11.0,"(11.0, 2013.0)",1.0
1428,2013-11-26,WA,-17.79922,25.15511,6.0,,2013.0,11.0,"(11.0, 2013.0)",1.0
1429,2013-11-27,WA,-17.83367,25.09766,1.0,No,2013.0,11.0,"(11.0, 2013.0)",1.0
1430,2013-11-27,WA,-17.79945,25.15491,6.0,,2013.0,11.0,"(11.0, 2013.0)",1.0
1431,2013-11-28,WA,,,10.0,,2013.0,11.0,"(11.0, 2013.0)",1.0
1432,2013-11-29,WA,-17.79922,25.15511,6.0,,2013.0,11.0,"(11.0, 2013.0)",1.0
1433,2013-12-03,WA,,,10.0,,2013.0,12.0,"(12.0, 2013.0)",1.0
1434,2013-12-03,WA,-17.79784,25.15586,7.0,,2013.0,12.0,"(12.0, 2013.0)",1.0
1435,2013-12-03,WA,-17.79945,25.15491,6.0,,2013.0,12.0,"(12.0, 2013.0)",1.0
1436,2013-12-05,WA,-17.79776,25.15583,9.0,,2013.0,12.0,"(12.0, 2013.0)",1.0
1437,2013-12-05,WA,-17.79784,25.15586,7.0,,2013.0,12.0,"(12.0, 2013.0)",1.0
1438,2013-12-06,WA,-17.79766,25.15597,11.0,,2013.0,12.0,"(12.0, 2013.0)",1.0
1439,2013-12-12,WA,-17.79776,25.15583,9.0,,2013.0,12.0,"(12.0, 2013.0)",1.0
1440,2013-12-18,WA,-17.79475,25.1543,12.0,,2013.0,12.0,"(12.0, 2013.0)",1.0
1441,2014-01-14,WA,-17.79469,25.15266,12.0,,2014.0,1.0,"(1.0, 2014.0)",1.0
1442,2014-01-14,WA,-17.79475,25.1543,12.0,,2014.0,1.0,"(1.0, 2014.0)",1.0
1443,2014-01-16,WA,-17.79263,25.15577,5.0,No,2014.0,1.0,"(1.0, 2014.0)",1.0
1444,2014-01-21,WA,-17.79469,25.15266,12.0,,2014.0,1.0,"(1.0, 2014.0)",1.0
1445,2014-01-23,WA,-17.79263,25.15577,5.0,,2014.0,1.0,"(1.0, 2014.0)",1.0
1446,2014-01-31,WA,-17.79667,25.15477,7.0,,2014.0,1.0,"(1.0, 2014.0)",1.0
1447,2014-02-21,WA,-17.79667,25.15477,7.0,,2014.0,2.0,"(2.0, 2014.0)",1.0
1477,2015-10-23,WA,-17.79172,25.15608,15.0,,2015.0,10.0,"(10.0, 2015.0)",1.0
1478,2015-10-30,WA,-17.799474,25.1542711,13.0,,2015.0,10.0,"(10.0, 2015.0)",1.0
1479,2015-11-05,WA,-17.7992595,25.1549363,19.0,,2015.0,11.0,"(11.0, 2015.0)",1.0
1480,2015-12-29,WA,-17.79475,25.15399,7.0,,2015.0,12.0,"(12.0, 2015.0)",1.0
1481,2016-01-13,WA,17.79737,25.15754,8.0,,2016.0,1.0,"(1.0, 2016.0)",1.0
1482,2016-01-13,WA,17.79615,25.15774,12.0,,2016.0,1.0,"(1.0, 2016.0)",1.0
1483,2016-01-27,WA,-,-,10.0,,2016.0,1.0,"(1.0, 2016.0)",1.0
1484,2016-01-28,WA,17.79602,25.15768,6.0,,2016.0,1.0,"(1.0, 2016.0)",1.0
1485,2016-02-02,WA,17.7959,25.15754,2.0,No,2016.0,2.0,"(2.0, 2016.0)",1.0
1486,2016-02-10,WA,-,-,17.0,No,2016.0,2.0,"(2.0, 2016.0)",1.0
1487,2016-02-15,WA,-,-,11.0,,2016.0,2.0,"(2.0, 2016.0)",1.0
1488,2016-02-17,WA,17.79646,25.15521,16.0,,2016.0,2.0,"(2.0, 2016.0)",1.0
1489,2016-02-18,WA,17.79642,25.15549,15.0,No,2016.0,2.0,"(2.0, 2016.0)",1.0
1490,2016-02-19,WA,17.79463,25.15346,14.0,No,2016.0,2.0,"(2.0, 2016.0)",1.0
1491,2016-02-24,WA,17.7951,25.15397,10.0,No,2016.0,2.0,"(2.0, 2016.0)",1.0
1492,2016-02-29,WA,-,-,17.0,No,2016.0,2.0,"(2.0, 2016.0)",1.0
1493,2016-03-01,WA,-,-,21.0,,2016.0,3.0,"(3.0, 2016.0)",1.0
1494,2016-03-03,WA,17.78995,25.15649,18.0,,2016.0,3.0,"(3.0, 2016.0)",1.0
1495,2016-03-09,WA,-,-,27.0,Yes,2016.0,3.0,"(3.0, 2016.0)",1.0
1496,2016-04-04,WA,17.79563,25.15793,9.0,No,2016.0,4.0,"(4.0, 2016.0)",1.0
1497,2016-04-07,WA,-,-,10.0,No,2016.0,4.0,"(4.0, 2016.0)",1.0
1498,2016-04-07,WA,17.79889,25.1578,12.0,No,2016.0,4.0,"(4.0, 2016.0)",1.0
1499,2016-04-11,WA,-,-,10.0,No,2016.0,4.0,"(4.0, 2016.0)",1.0
1500,2016-04-12,WA,17.79589,25.1575,6.0,No,2016.0,4.0,"(4.0, 2016.0)",1.0
1501,2016-04-25,WA,17.79331,25.15575,14.0,,2016.0,4.0,"(4.0, 2016.0)",1.0
1502,2016-04-26,WA,-,-,4.0,No,2016.0,4.0,"(4.0, 2016.0)",1.0
1503,2016-04-27,WA,17.80156,25.14933,24.0,No,2016.0,4.0,"(4.0, 2016.0)",1.0
1504,2016-04-29,WA,-,-,10.0,No,2016.0,4.0,"(4.0, 2016.0)",1.0
1505,2016-05-03,WA,17.79283,25.18429,17.0,,2016.0,5.0,"(5.0, 2016.0)",1.0
1506,2016-05-13,WA,17.79647,25.15393,15.0,No,2016.0,5.0,"(5.0, 2016.0)",1.0
1507,2016-05-16,WA,17.79575,25.15515,25.0,,2016.0,5.0,"(5.0, 2016.0)",1.0
1508,2016-06-03,WA,17.79564,25.15418,18.0,,2016.0,6.0,"(6.0, 2016.0)",1.0
1509,2016-06-06,WA,,,9.0,No,2016.0,6.0,"(6.0, 2016.0)",1.0
1510,2016-06-09,WA,17.79687,25.15566,8.0,No,2016.0,6.0,"(6.0, 2016.0)",1.0
1511,2016-06-20,WA,17.79402,25.15483,20.0,No,2016.0,6.0,"(6.0, 2016.0)",1.0
1512,2016-07-01,WA,17.79532,25.15262,3.0,No,2016.0,7.0,"(7.0, 2016.0)",1.0
1513,2016-07-13,WA,-,-,10.0,No,2016.0,7.0,"(7.0, 2016.0)",1.0
1514,2016-07-28,WA,-,-,10.0,No,2016.0,7.0,"(7.0, 2016.0)",1.0
1515,2016-07-29,WA,17.79525,25.15271,24.0,,2016.0,7.0,"(7.0, 2016.0)",1.0
1587,2017-03-31,WDL,-,-,14.0,Yes,2017.0,3.0,"(3.0, 2017.0)",1.0
1588,2017-04-03,WDL,-17.81074,25.15696,17.0,-,2017.0,4.0,"(4.0, 2017.0)",1.0
1589,2017-04-13,WDL,-17.81185,25.15628,20.0,,2017.0,4.0,"(4.0, 2017.0)",1.0
1590,2017-05-05,WDL,-17.80953,25.15667,21.0,Yes,2017.0,5.0,"(5.0, 2017.0)",1.0
1591,2017-05-08,WDL,-17.81217,25.15636,9.0,No,2017.0,5.0,"(5.0, 2017.0)",1.0
1592,2017-05-12,WDL,-17.80911,25.15614,21.0,Yes,2017.0,5.0,"(5.0, 2017.0)",1.0
1593,2017-05-16,WDL,-17.80821,25.15298,19.0,Yes,2017.0,5.0,"(5.0, 2017.0)",1.0
1594,2017-06-07,WDL,-17.81169,25.15503,22.0,Yes,2017.0,6.0,"(6.0, 2017.0)",1.0
1595,2017-06-10,WDL,-17.80875,25.15661,18.0,Yes,2017.0,6.0,"(6.0, 2017.0)",1.0
1596,2017-06-13,WDL,-17.81224,25.15525,11.0,,2017.0,6.0,"(6.0, 2017.0)",1.0
1597,2017-06-14,WDL,-17.81321,25.15542,21.0,No,2017.0,6.0,"(6.0, 2017.0)",1.0
1598,2017-06-20,WDL,-17.81376,25.15396,17.0,No,2017.0,6.0,"(6.0, 2017.0)",1.0
1599,2017-06-21,WDL,-17.81302,25.15546,19.0,Yes,2017.0,6.0,"(6.0, 2017.0)",1.0
1600,2017-06-23,WDL,-17.81403,25.15459,16.0,Yes,2017.0,6.0,"(6.0, 2017.0)",1.0
1601,2017-06-29,WDL,-17.81333,25.154038,13.0,Yes,2017.0,6.0,"(6.0, 2017.0)",1.0
1602,2017-07-13,WDL,-17.81309,25.15577,15.0,Yes,2017.0,7.0,"(7.0, 2017.0)",1.0
1603,2017-07-30,WDL,-17.813389,25.155032,13.0,Yes,2017.0,7.0,"(7.0, 2017.0)",1.0
1604,2017-08-28,WDL,-17.81565,25.1538,17.0,Yes,2017.0,8.0,"(8.0, 2017.0)",1.0
1605,2017-09-11,WDL,-17.81343,25.15524,12.0,No,2017.0,9.0,"(9.0, 2017.0)",1.0
1606,2017-09-14,WDL,-17.80882,25.15635,12.0,Yes,2017.0,9.0,"(9.0, 2017.0)",1.0
1607,2017-09-22,WDL,-17.810266,25.159262,5.0,No,2017.0,9.0,"(9.0, 2017.0)",1.0
1608,2017-09-25,WDL,-17.809103,25.156564,17.0,,2017.0,9.0,"(9.0, 2017.0)",1.0
1609,2017-09-27,WDL,-17.80885,25.15635,8.0,No,2017.0,9.0,"(9.0, 2017.0)",1.0
1610,2017-10-03,WDL,-17.812753,25.154741,17.0,No,2017.0,10.0,"(10.0, 2017.0)",1.0
1611,2017-10-18,WDL,-17.80922,25.15539,17.0,Yes,2017.0,10.0,"(10.0, 2017.0)",1.0
1612,2017-11-14,WDL,-17.80812,25.15493,9.0,No,2017.0,11.0,"(11.0, 2017.0)",1.0
1613,2017-11-15,WDL,-17.80819,25.1549,8.0,No,2017.0,11.0,"(11.0, 2017.0)",1.0
1614,2017-11-17,WDL,-17.80902,25.15641,8.0,No,2017.0,11.0,"(11.0, 2017.0)",1.0
1615,2017-11-21,WDL,-17.80906,25.15629,9.0,No,2017.0,11.0,"(11.0, 2017.0)",1.0
1616,2017-11-24,WDL,-17.80975,25.1576,15.0,No,2017.0,11.0,"(11.0, 2017.0)",1.0
1617,2017-12-04,WDL,-17.80866,25.15454,7.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1618,2017-12-07,WDL,-17.80963,25.15423,6.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1619,2017-12-08,WDL,-17.81039,25.15388,24.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1620,2017-12-11,WDL,-17.8109,25.15684,16.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1621,2017-12-13,WDL,-17.81326,25.15316,6.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1622,2017-12-21,WDL,-17.813039,25.156235,13.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1623,2017-12-22,WDL,-17.811752,25.154834,14.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1624,2017-12-26,WDL,-17.807677 ,25.154765,3.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1625,2017-12-26,WDL,-17.81034,25.15466,11.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1626,2018-01-02,WDL,-17.81021,25.15923,12.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1627,2018-01-06,WDL,-17.813346,25.15338,23.0,Yes,2018.0,1.0,"(1.0, 2018.0)",1.0
1628,2018-01-08,WDL,-17.813545,25.153308,9.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1629,2018-01-09,WDL,-17.814395,25.154665,22.0,Yes,2018.0,1.0,"(1.0, 2018.0)",1.0
1630,2018-01-11,WDL,-17.81002,25.15477,25.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1631,2018-01-17,WDL,-17.813315,25.156063,7.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1632,2018-01-18,WDL,-17.805848,25.160505,19.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1633,2018-02-02,WDL,-17.810713,25.156921,25.0,No,2018.0,2.0,"(2.0, 2018.0)",1.0
1634,2018-02-09,WDL,-17.810557,25.155813,8.0,No,2018.0,2.0,"(2.0, 2018.0)",1.0
1635,2018-02-14,WDL,-17.81108,25.15462,2.0,No,2018.0,2.0,"(2.0, 2018.0)",1.0
1636,2018-02-15,WDL,-17.80882,25.15706,18.0,No,2018.0,2.0,"(2.0, 2018.0)",1.0
1637,2018-02-21,WDL,-17.81092,25.15694,19.0,Yes,2018.0,2.0,"(2.0, 2018.0)",1.0
1638,2018-02-22,WDL,-17.81069,25.15575,6.0,No,2018.0,2.0,"(2.0, 2018.0)",1.0
1639,2018-03-05,WDL,-1780742,25.15562,6.0,No,2018.0,3.0,"(3.0, 2018.0)",1.0
1640,2018-03-09,WDL,-17.81056,25.15737,13.0,No,2018.0,3.0,"(3.0, 2018.0)",1.0
1641,2018-03-21,WDL,-17.80817,25.1532,9.0,No,2018.0,3.0,"(3.0, 2018.0)",1.0
1642,2018-03-31,WDL,-17.811158,25.154847,16.0,No,2018.0,3.0,"(3.0, 2018.0)",1.0
